,country,description,designation,points,price,province,first_region,second_region,taster_name,taster_twitter_handle,title,variety,winery,Latitude,Longitude
11433,US,"Light and earthy, this wine's secret weapon is its sizzling tease of white pepper that explodes quietly on the palate as it develops. Further spiced in forest and pine, it dances along an elegant focus of integrated power and tannin to reveal elements of cranberry, pomegranate and wild strawberry.",Stuller Vineyard,94,55,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Boheme 2014 Stuller Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Boheme,38.4052701,-123.096764
12937,US,"Layered and medium in weight, this is a well-crafted, concentrated wine from an exceptional vineyard site in the cool, southeastern reaches of Napa Valley. The rich pineapple and coconut is tempered by crisp acidity, finishing in caramel-accented oak.",Maldonado Vineyard Dijon Clones,94,39,California,Napa Valley,Napa,Virginie Boone,@vboone,Venge 2013 Maldonado Vineyard Dijon Clones Chardonnay (Napa Valley),Chardonnay,Venge,38.5024689,-122.2653887
2209,US,"This beautiful wine includes 9% Cabernet Franc that gives a lift of floral violet and grainy cedar. Classic all around in its etchings of coconut shavings, graphite, spice and dust, the fruit is additionally savory in bright red currant and a crunch of cassis, with an underpinning of soft, succulent blackberry.",Annum,94,100,California,Napa Valley,Napa,Virginie Boone,@vboone,Ramey 2013 Annum Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Ramey,38.5024689,-122.2653887
2220,US,"The eponymous winemaker of this brand is based in San Francisco, from which, in this bottling, he turns out a stunner. Focused, intense, energetic and yet delicate, the nose is full of just-ripe raspberries, bay leaf, thyme, eucalyptus and chipped slate. A sip reveals crushed herbs galore, from oregano to anise, set against tart pomegranate and red plums. Menthol shows on the finish.",Solomon Hills Vineyard,94,43,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Ryan Cochrane 2014 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Ryan Cochrane,34.9025217,-120.4478438
2222,US,"From heritage clones of Wente and Mt. Eden, this top-end Chardonnay from the Foley family offers salted peaches, hazelnuts and crushed sea shells on a nose that recalls a steady sea breeze. It's light and brisk on the palate, with yellow pear, nectarine and lemon salt, all wrapped by a grippy texture. Excellent by itself, it would pair with foods from shellfish to roasted chicken.",Courtney's Vineyard,94,55,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Two Sisters 2014 Courtney's Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,Two Sisters,34.6422431,-120.438894
10768,US,"Velvety and plush on the palate, this classic Cabernet offers firm, youthful tannins and full-bodied concentration of dense black fruit. Cedar, dried herb and tobacco scents frame its core, broadcasting a burning intensity and sanguine chewiness. Cellar and enjoy best 2023É??2033.",Georges de Latour Private Reserve,94,145,California,Rutherford,Napa,Virginie Boone,@vboone,Beaulieu Vineyard 2013 Georges de Latour Private Reserve Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Beaulieu Vineyard,37.09024,-95.712891
2223,US,"Roasted and raw beef, dried strawberry, crushed marjoram and salt-and-pepper seasonings show on this Syrah. Extremely dark in the glass, it's bolstered by 4% Grenache, 4% Mourv??dre and 2% Viognier. Elderberry fruit kicks off the palate, following by pepper, coffee grinds, espresso beans and dark-chocolate sauce, surrounded by grippy tannins.",Toasted Slope Estate,94,48,California,Adelaida District,Central Coast,Matt Kettmann,@mattkettmann,Alta Colina 2013 Toasted Slope Estate Syrah (Adelaida District),Syrah,Alta Colina,35.645236,-120.802497
12961,US,"Cabernet Sauvignon-dominated, this also includes smaller amounts of Merlot, Cabernet Franc and Petit Verdot. Polished and dense, it offers pure, concentrated cassis fruit, framed by dark flavors of coffee and licorice. Give this one plenty of breathing time, as it's a high-octane powerhouse that needs some unpacking. Cellar until 2017, and possibly beyond.",Dead Horse,94,52,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine?ˇ,Mark Ryan 2011 Dead Horse Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Mark Ryan,49.1024147,-117.8194705
12938,US,"Violets, blackberries and espresso beans whirl together into a delicious, silky nose on this wine by Josh Baker and Matt Brain. It's similarly luxurious on the palate, soft and sensual with lots of boysenberry and olallieberry. It also shows a peppery licorice spice, boosted by focused acidity that enlivens every part of the tongue.",Le Mistral,94,38,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Baker & Brain 2012 Le Mistral Syrah (Monterey County),Syrah,Baker & Brain,36.3136201,-121.3541631
4624,US,"There's a lot to love in this bottling for those who enjoy cooler-climate Syrah. But the tons of cracked black pepper, asphalt and gamy funk meet with enough elderberry and lavender to appeal to others as well. The palate packs a wide array of flavors, from anise to lavender to cracked peppercorn, with savory tar, dried elderberry and even some elderflower showing as well.",Manchester Vineyard,94,70,California,Arroyo Grande Valley,Central Coast,Matt Kettmann,@mattkettmann,Wedell Cellars 2012 Manchester Vineyard Syrah (Arroyo Grande Valley),Syrah,Wedell Cellars,35.1443363,-120.543623
2214,US,"This Guerneville-area estate is one of the last picked by the producer, and it delivers enviable depth and complexity. Highlights include a dollop of apricot jam beside rich honeycomb and toasty oak. Juicy acidity supports its creamy tendency toward tropical flavor, as streaks of citrus fiercely protect its freshness.",Drake Estate Vineyard,94,65,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Williams Selyem 2014 Drake Estate Vineyard Chardonnay (Russian River Valley),Chardonnay,Williams Selyem,38.483083,-122.80327
2212,US,"Pear and anise introduce this robust, voluptuous wine that's brimming in high-toned acidity. It becomes more lengthy and complex as it develops in the glass. Touches of baked pineapple provide a tropical edge amid wintertime nutmeg and spiced lemon. This is a beautiful, full-bodied wine that's lush and memorable.",Estate Grown,94,75,California,Napa Valley,Napa,Virginie Boone,@vboone,The Vineyard House 2014 Estate Grown Chardonnay (Napa Valley),Chardonnay,The Vineyard House,38.5024689,-122.2653887
11436,US,"This is a late-disgorged sparkler made from 67% Pinot Noir and 33% Chardonnay. Low in sugar, it shows glorious Granny Smith apple flavor around salty oak. Dry as a bone on the palate, it offers a wealth of lifted acidity and lemon peel that provides complexity and deliciousness.",Extra Brut Reserve Cuv??e,94,50,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Gloria Ferrer 2009 Extra Brut Reserve Cuv??e Sparkling (Carneros),Sparkling Blend,Gloria Ferrer,38.2554723,-122.3349422
2210,US,"As the Stolpman family's top-of-the-line bottling each vintage, this wine impresses on all fronts. Candied boysenberry, dried lilac, snapped dark chocolate and hints of dried mint show on the nose. The entry into the palate is refined and soft with juicy mulberry and elderberry fruit plus touches of thyme and forest floor. Firm but polished tannins and a decent dose of acidity ensure long drinkability. Drink nowÉ??2029.",Angeli,94,68,California,Ballard Canyon,Central Coast,Matt Kettmann,@mattkettmann,Stolpman 2014 Angeli Syrah (Ballard Canyon),Syrah,Stolpman,34.6354195,-120.1479918
11437,US,"Fresh cranberries and mulberries meet with crushed thyme, peppercorn and chaparral on the elegant and subtle nose of this bottling, from a vineyard on the southwestern edge of the appellation. The palate is dry and redolent of wild mint, sage and bay leaf, spiced by black and white pepper, which all lead into the black plum-flavored finish.",Radian Vineyard,94,70,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Ken Brown 2013 Radian Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Ken Brown,34.6422431,-120.438894
10805,US,"This wine doesn't skimp on barrel flavors or overall richness, even in this cool vintage. Oily, nutty and fragrant, with a scintillating mix of ripe yellow fruits and sweet toast, this viscous, generous wine is drinking beautifully and may be enjoyed immediately.",Sigrid,94,80,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Bergstr??m 2011 Sigrid Chardonnay (Willamette Valley),Chardonnay,Bergstr??m,44.942554,-122.9337615
5387,US,"In 2016, Tim Malone has cut back on the residual sugar, dropping it down to 12 g/L, meaning the wine is just slightly off dry. The old-vine flavors rock on through, delivering big bursts of honeydew, grapefruit and lime, underscored by minerals. The depth, length and succulent drinkability are sublime.",Medici Vineyard,94,20,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Timothy Malone 2016 Medici Vineyard Riesling (Chehalem Mountains),Riesling,Timothy Malone,45.3762277,-123.037326
5389,US,"From a vineyard in the western hills of the appellation, this wine shows lovely cool-climate characteristics without skimping on body or ripeness, expressing balance and grace. Tightly wound, it leans savory and firm, with clove, tobacco, black licorice and tomato leaf flavors and big tannins that call for further ageing. Enjoy 2023É??2033.",Holbrook Mitchell Vineyard,94,50,California,Yountville,Napa,Virginie Boone,@vboone,Elyse 2013 Holbrook Mitchell Vineyard Cabernet Sauvignon (Yountville),Cabernet Sauvignon,Elyse,38.4015781,-122.3608105
4654,US,"Headlining a most impressive debut lineup from this new boutique is this two-barrel reserve. Sourced from the Two Blondes (Andrew Will) vineyard, it's a thick and dense and delicious wine, packed with black cherry, chocolate and espresso. It belongs in the top ranks of all Washington Cab Francs. Yes, the alcohol is up there, but the smooth power of this wine more than justifies it.",Reserve,94,45,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine?ˇ,Pearl and Stone 2015 Reserve Cabernet Franc (Yakima Valley),Cabernet Franc,Pearl and Stone,46.6074582,-120.48855
11438,US,"From the producer's beloved Atlas Peak planting, M is a powerhouse of brawny flavor and earthy minerality, a mix of chocolate, coffee and blackberry jam that's burly in size and scope. Spicy, it layers on savory elements of tar, leather and tobacco, complementing with ease the forceful fruit and supportive oak.",M by Michael Mondavi,94,200,California,Napa Valley,Napa,Virginie Boone,@vboone,Michael Mondavi Family Estate 2013 M by Michael Mondavi Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Michael Mondavi Family Estate,38.5024689,-122.2653887
10804,US,"Lushly rich in cinnamon and clove on the nose, this blockbuster blend of 75% Grenache and 25% Syrah is stellar in every way. Seductive in texture with enough bright cherry fruit to keep the palate feeling fresh and alive, the finish impresses with leather and pepper in just the right combination. A gorgeous wine for the table, aim to pair with leg of lamb.",The Brat,94,36,California,Sierra Foothills,Sierra Foothills,Virginie Boone,@vboone,Prospect 772 2011 The Brat Grenache-Syrah (Sierra Foothills),Grenache-Syrah,Prospect 772,33.3241157,-111.9875757
11439,US,"A 100% varietal wine from a tiny site, this is dark yet approachable in its wild characteristics of raspberry and gravel. Expansive and juicy on the midpalate, it offers lengthy clove and dried herb tones between layers of blueberry and blackberry. The leathery texture is satisfying and complex.",Konrad Vineyard,94,90,California,Mount Veeder,Napa,Virginie Boone,@vboone,Pine & Brown 2014 Konrad Vineyard Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Pine & Brown,38.3793566,-122.4477575
14501,US,"This wine is heady in apple blossom and jasmine, deeply honeyed in color with an accompanying taste of honey and apple. Big on the nose, it impresses in surprising ways by being quite lean and well integrated on the palate, with a lingering heft of juicy ripeness on the finish.",Star Vineyard Estate,94,60,California,Rutherford,Napa,Virginie Boone,@vboone,D.R. Stephens 2014 Star Vineyard Estate Chardonnay (Rutherford),Chardonnay,D.R. Stephens,37.09024,-95.712891
10803,US,"It's tempting to call this Burgundian, but it's truly OregonianÉ??a lush, expressive mix of tart tree fruits, vivid acidity, lightly applied barrel toast, and smidges of coconut and vanilla. It was whole-cluster pressed, and fermented half in stainless, half in 30% new French oak.",Arthur,94,35,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Domaine Drouhin Oregon 2012 Arthur Chardonnay (Dundee Hills),Chardonnay,Domaine Drouhin Oregon,45.277904,-123.018535
14417,US,"The first impression is of steak tartare, with blood and a saline, savory character. There's a floral, violet topnote, and streaks of black olive, orange peel, umami and brine. Tight, toned and muscular, it's set in a compact, perfectly proportioned frame that requires many hours of breathing to open fully.",La Paciencia Vineyard,94,65,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,@paulgwine?ˇ,No Girls 2011 La Paciencia Vineyard Syrah (Walla Walla Valley (OR)),Syrah,No Girls,46.0655953,-118.3387429
11997,US,"Cola, sasparilla, cherry blossoms, hard cherry candy and a hint of black currant hit the nose on this rich wine from Josh Jensen. The palate shows brown spice, with clove and peppercorns wrapping around a rhubarb-licorice-thyme character and tart cherries, making for an incredibly distinctive wine.",Selleck Vineyard,94,90,California,Mt. Harlan,Central Coast,Matt Kettmann,@mattkettmann,Calera 2012 Selleck Vineyard Pinot Noir (Mt. Harlan),Pinot Noir,Calera,36.6974604,-121.405214
